# codepoint<TAB>base_syllable<TAB>tone(1..5)
14732	hu	1
14733	e	4
14734	huo	4
14735	sun	3
14736	ni	4
14737	xian	4
14738	li	2
14739	xian	4
14740	yan	4
14741	long	2
14742	men	4
14743	jin	1
14744	ji	1
14746	bian	3
14747	yu	3
14748	huo	4
14749	miao	3
14750	chou	2
14751	mai	2
14753	le	4
14754	jie	2
14755	wei	4
14756	yi	4
14757	xuan	1
14758	xi	4
14759	can	3
14760	lan	2
14761	yin	3
14762	xie	4
14763	za	1
14764	luo	3
14765	ling	2
14766	qian	2
14767	huo	4
14768	jian	1
14769	wo	3
14772	ge	2
14773	zhu	1
14774	die	2
14775	yong	3
14776	ji	3
14777	yang	2
14778	ru	4
14779	xi	2
14780	shuang	4
14781	yu	4
14782	yi	2
14783	qian	3
14784	ji	2
14785	qu	4
14786	tian	2
14787	shou	1
14788	qian	3
14789	mu	4
14790	jin	1
14791	mao	3
14792	yin	3
14793	gai	4
14794	po	1
14795	xuan	3
14796	mao	4
14797	fang	3
14798	ya	2
14799	gang	1
14800	song	3
14801	hui	1
14802	yu	4
14803	gua	1
14804	guai	4
14805	liu	3
14806	e	4
14807	zi	3
14808	zi	4
14809	bi	4
14810	wa	3
14812	lie	4
14815	kuai	3
14817	hai	4
14818	yin	1
14819	zhu	1
14820	chong	4
14821	xian	3
14822	xuan	4
14824	qiu	2
14825	pei	4
14826	gui	3
14827	er	2
14828	gong	3
14829	qiong	2
14830	hu	1
14831	lao	3
14832	li	4
14833	chen	4
14834	san	3
14835	zhuo	4
14836	wo	3
14837	pou	2
14838	keng	1
14839	tun	4
14840	peng	1
14841	te	4
14842	ta	4
14843	zhuo	2
14844	biao	4
14845	gu	4
14846	hu	1
14848	bing	3
14849	zhi	4
14850	dong	3
14851	dui	3
14852	zhou	1
14853	nei	4
14854	lin	3
14855	po	2
14856	ji	3
14857	min	2
14858	wei	3
14859	che	3
14860	gou	4
14861	bang	1
14862	ru	2
14863	tan	1
14864	bu	3
14865	zong	1
14866	kui	1
14867	lao	2
14868	han	4
14869	ying	2
14870	zhi	4
14871	jie	2
14872	xing	3
14873	xie	2
14874	xun	2
14875	shan	3
14876	qian	2
14877	xie	1
14878	su	4
14879	hai	1
14880	mi	4
14881	hun	2
14882	pi	1
14884	hui	4
14885	na	4
14886	song	3
14887	ben	4
14888	chou	1
14889	jie	2
14890	huang	4
14891	lan	3
14893	hu	4
14894	dou	1
14895	huo	4
14896	gun	3
14897	yao	2
14898	ce	4
14899	gui	3
14900	jian	4
14901	jian	3
14902	dao	3
14903	jin	4
14904	ma	4
14905	hui	4
14906	mian	3
14907	can	2
14908	lve	4
14909	pi	4
14910	yang	4
14911	ju	4
14912	ju	4
14913	que	4
14915	qian	1
14916	shai	1
